Pavarde Vardas  ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Egzaminas
Noreika Laurynas 9 6 8 10 8 10 8 4 5 9 8
ukauskas Vilius 1 5 9 1 9 3 10 7 5 5 7
Noreika Dovydas 7 8 4 5 5 2 6 10 3 3 10
Vasiliauskas Deividas 5 9 9 2 1 9 6 2 2 7 2
Vasiliauskas Arnas 6 5 4 3 8 9 10 3 4 8 3
Noreika Deividas 5 2 10 3 5 7 6 4 7 6 6
Kazlauskas Mantas 3 7 1 8 4 9 10 4 2 1 10
Mikalauskas Titas 3 5 6 7 2 4 2 8 1 2 4
Paulauskas Rokas 9 4 4 4 2 7 5 7 6 1 10
Maeika Kajus 9 3 6 8 2 9 8 5 8 10 7
Kairys Andrius 7 5 5 7 1 10 9 3 9 7 4
Mikalauskas Kajus 4 9 1 8 10 6 5 3 7 5 7
Vasiliauskas Jonas 10 8 2 7 1 4 9 10 3 8 10
Jankauskas Nojus 7 10 9 9 10 3 3 10 1 2 9
Stankevi?ius Tomas 5 10 2 1 3 5 6 3 7 3 1
Giedraitis Benas 8 5 6 1 9 10 1 9 2 1 7
Kavaliauskas Lukas 5 9 1 8 10 9 9 4 5 4 6
Bacevi?ius Deividas 2 10 4 3 7 4 7 10 10 4 6
Noreika Benas 7 2 10 5 10 6 9 9 8 10 9
Kairys Dovydas 5 9 6 7 5 9 9 3 10 3 1
Noreika Adomas 10 1 1 7 10 9 9 4 5 10 6
ukauskas Ignas 7 1 1 1 5 2 9 3 2 5 9
Valantinas Dovydas 6 3 9 3 3 1 3 2 4 8 3
Noreika Laurynas 3 3 1 3 6 3 6 8 6 3 7
?epas Tomas 6 5 6 2 9 6 2 7 1 1 9
Giedraitis Dominykas 6 10 1 1 7 1 3 8 7 6 6
Jankauskas Adomas 4 1 10 10 4 3 4 4 9 3 9
Sadauskas Adomas 2 6 3 5 10 7 8 7 8 10 1
Valantinas Dominykas 6 1 2 4 4 6 7 7 1 5 1
Giedraitis Nojus 9 2 6 2 2 7 6 8 9 7 1
Kavaliauskas Rokas 6 8 9 7 4 1 10 1 7 6 3
Paulauskas Mantas 8 10 4 6 10 1 1 6 9 7 2
?epas Benas 1 2 1 2 1 10 1 9 1 1 3
Jankauskas Vilius 5 1 7 2 3 9 10 9 8 8 5
Vasiliauskas Benas 4 10 10 10 2 3 8 1 4 2 2
Petrauskas Tomas 9 9 8 2 1 1 2 2 2 8 9
Mikalauskas Ignas 5 7 7 3 9 2 5 1 1 9 8
ukauskas Rokas 4 4 3 5 10 7 1 9 2 7 7
Giedraitis Dominykas 5 5 10 9 2 8 7 6 10 5 9
Kavaliauskas Dovydas 7 4 5 8 6 7 6 5 10 5 10
Paulauskas Kajus 6 1 10 9 5 3 3 1 7 7 9
Pocius Rokas 3 5 1 7 3 4 6 7 6 6 7
ukauskas Arnas 6 1 10 10 5 8 8 5 3 2 5
Noreika Rokas 7 9 3 6 4 2 7 10 3 3 3
Kazlauskas Titas 8 7 10 7 8 8 4 4 3 7 5
Pocius Adomas 9 6 10 5 7 5 6 2 10 4 7
Stankevi?ius Nojus 2 5 8 2 3 5 6 10 6 1 1
Kavaliauskas Vilius 4 3 4 5 1 9 1 10 9 4 1
?epas Vilius 3 9 1 8 9 1 6 10 7 1 3
Stankevi?ius Laurynas 9 8 3 4 7 3 3 7 7 4 9
Jankauskas Adomas 3 8 9 4 5 9 2 8 7 4 7
Grigaitis Mantas 9 9 9 7 1 9 10 7 5 1 4
Stankevi?ius Benas 6 2 8 4 10 1 10 3 4 9 8
Paulauskas Rokas 6 10 3 2 2 4 1 3 6 2 8
Valantinas Mantas 10 1 5 8 2 8 10 7 10 7 10
Vasiliauskas Titas 2 2 4 1 6 3 9 8 7 8 7
Stankevi?ius Laurynas 8 10 5 2 3 4 4 8 4 8 8
Mikalauskas Andrius 1 2 9 10 4 6 6 9 6 6 6
Vasiliauskas Arnas 2 6 9 4 1 6 7 10 2 2 5
Paulauskas Arnas 10 6 7 1 2 8 6 1 3 5 5
Vasiliauskas Rokas 4 7 8 1 5 7 1 4 3 2 7
Sadauskas Nojus 5 9 2 1 4 5 3 5 10 6 7
Kazlauskas Rokas 4 8 1 2 3 1 4 3 6 1 4
Paulauskas Vilius 7 5 1 3 2 5 4 5 4 8 3
Petrauskas Paulius 8 3 4 5 8 1 5 4 6 5 3
Giedraitis Titas 1 9 10 9 1 7 10 10 5 7 6
Sadauskas Adomas 10 5 9 4 4 8 10 3 5 1 3
Kavaliauskas Rokas 6 1 1 6 10 4 1 6 5 10 5
Grigaitis Tomas 3 1 2 10 3 7 8 3 3 10 2
Stankevi?ius Vilius 4 8 1 5 5 7 7 10 2 5 9
Grigaitis Paulius 4 3 4 9 1 3 3 5 5 6 4
Maeika Mantas 4 9 9 5 1 2 6 9 3 5 4
Pocius Adomas 5 7 8 9 3 6 10 2 5 3 4
Šimkus Tomas 3 8 6 2 9 4 1 3 6 5 5
Stankevi?ius Nojus 3 1 6 9 10 4 2 7 5 7 7
Valantinas Deividas 3 4 6 10 2 4 3 6 8 8 7
Pocius Dominykas 3 2 8 1 10 8 3 6 2 3 4
Petrauskas Kajus 3 3 5 7 2 6 10 6 7 5 3
Maeika Jonas 4 1 8 4 7 7 3 2 9 5 10
Grigaitis Ignas 7 10 2 5 9 10 10 10 6 8 6
Mikalauskas Martynas 1 2 3 6 6 5 8 2 3 8 5
Kavaliauskas Titas 5 2 4 6 1 9 8 3 2 9 4
Bacevi?ius Tomas 4 7 2 9 6 10 9 3 5 4 10
Kairys Arnas 9 8 4 2 3 10 7 7 5 9 1
Stankevi?ius Arnas 2 9 2 2 5 3 9 1 1 2 7
Kazlauskas Ignas 4 9 4 1 7 2 8 8 6 7 8
Maeika Tomas 7 6 6 6 6 4 4 9 3 10 9
Pocius Andrius 2 5 7 10 5 8 2 10 6 2 1
Stankevi?ius Lukas 2 1 2 8 7 4 5 8 9 2 1
Mikalauskas Dovydas 7 7 8 5 3 1 4 8 8 9 9
Stankevi?ius Andrius 9 3 2 3 8 5 7 7 9 1 2
Valantinas Dominykas 3 9 2 10 6 1 1 1 2 5 8
Mikalauskas Vilius 2 2 9 5 5 9 4 3 2 7 4
Sadauskas Dominykas 1 6 2 4 4 10 9 6 8 6 8
Stankevi?ius Rokas 6 4 7 8 1 4 1 6 9 9 10
Paulauskas Nojus 8 9 9 2 10 5 9 5 3 10 7
Šimkus Adomas 4 1 10 6 4 10 8 5 2 4 1
Kazlauskas Benas 2 2 6 6 8 7 4 2 4 10 3
Kavaliauskas Andrius 3 9 6 4 1 2 6 8 1 6 7
Giedraitis Adomas 6 7 4 5 10 10 7 10 10 4 3
Giedraitis Tomas 2 5 4 8 7 6 8 5 4 6 7
Noreika Lukas 2 8 6 10 6 6 6 3 8 7 9
Valantinas Lukas 10 1 3 1 2 6 6 6 10 6 1
Bacevi?ius Dominykas 8 5 7 3 3 3 7 1 10 1 3
Valantinas Titas 1 5 6 10 7 4 9 3 4 5 7
Bacevi?ius Nojus 5 10 6 1 4 9 7 4 8 6 3
Petrauskas Laurynas 6 8 1 1 3 7 8 10 5 10 10
Valantinas Deividas 7 2 4 4 8 10 7 4 2 4 2
Kairys Benas 10 3 3 3 6 6 6 4 9 4 9
Grigaitis Dovydas 6 7 2 10 5 4 1 1 10 4 4
Kavaliauskas Martynas 5 9 8 4 8 3 6 2 3 8 9
Noreika Martynas 3 3 1 5 1 2 3 7 1 5 2
Kavaliauskas Tomas 10 1 2 1 2 1 9 6 4 5 1
Noreika Vilius 3 8 4 8 8 6 10 1 2 9 8
Noreika Mantas 10 5 4 3 6 10 1 10 9 5 7
Sadauskas Laurynas 9 9 7 5 2 7 10 4 3 7 8
Vasiliauskas Vilius 1 4 4 6 8 2 1 1 5 2 2
Bacevi?ius Dovydas 6 6 3 8 1 4 8 6 6 8 1
ukauskas Deividas 6 6 10 8 10 3 4 3 9 6 6
Kairys Rokas 8 8 7 5 4 1 1 10 7 2 2
Jankauskas Deividas 5 2 5 10 1 9 10 9 8 3 2
Kazlauskas Jonas 2 3 7 6 7 5 1 8 9 9 6
?epas Nojus 8 8 5 1 1 3 9 8 4 8 2
ukauskas Arnas 6 6 2 2 10 8 6 10 5 7 3
Valantinas Titas 6 5 10 10 3 6 9 3 1 4 4
Giedraitis Dovydas 9 6 4 7 10 5 7 7 7 7 10
Mikalauskas Martynas 3 8 1 2 8 4 4 6 4 8 6
Vasiliauskas Dominykas 4 2 1 9 9 10 3 9 6 2 7
Paulauskas Arnas 2 6 7 9 10 3 3 4 1 9 9
Paulauskas Ignas 10 4 3 8 4 3 1 10 9 7 8
Vasiliauskas Kajus 2 1 1 3 10 7 5 5 7 5 10
Vasiliauskas Kajus 6 4 9 9 3 6 8 8 8 4 8
Petrauskas Adomas 3 7 2 9 5 7 8 3 6 7 6
Petrauskas Nojus 5 8 3 3 3 9 9 2 5 3 1
Vasiliauskas Rokas 2 10 10 6 1 10 1 3 4 9 6
Kazlauskas Andrius 5 1 8 9 7 7 1 3 10 7 3
Kairys Martynas 1 1 7 8 4 1 8 1 1 2 6
Paulauskas Paulius 5 2 5 8 6 5 1 3 9 6 4
Jankauskas Paulius 5 1 6 6 5 6 1 3 4 9 1
Jankauskas Arnas 4 8 7 1 3 4 8 5 4 6 4
Petrauskas Dominykas 1 1 9 5 4 3 10 10 8 2 2
Vasiliauskas Laurynas 8 3 6 3 6 1 10 6 2 5 8
ukauskas Dominykas 5 6 8 6 3 2 1 5 4 4 5
Vasiliauskas Ignas 8 3 2 8 3 7 3 7 4 3 2
Maeika Laurynas 5 2 7 6 5 9 1 5 9 2 8
Paulauskas Tomas 4 7 9 4 3 5 10 9 1 3 9
Grigaitis Titas 7 2 1 6 10 7 10 5 6 5 9
Noreika Nojus 8 1 7 9 4 10 10 4 7 8 7
Valantinas Mantas 9 9 9 8 2 7 10 2 2 6 10
Kazlauskas Vilius 5 2 7 1 8 9 10 4 1 2 7
Bacevi?ius Ignas 6 8 8 7 2 4 3 7 3 10 3
Giedraitis Dovydas 1 1 1 6 6 2 4 8 9 8 1
Grigaitis Nojus 4 8 6 2 7 3 3 1 1 9 1
?epas Lukas 3 1 6 3 5 7 5 6 10 9 7
Noreika Nojus 4 6 10 1 10 2 7 2 5 2 7
Stankevi?ius Titas 1 2 2 4 1 4 2 9 7 3 6
Mikalauskas Nojus 9 10 6 1 7 7 9 8 9 10 9
Kazlauskas Ignas 5 9 2 7 4 2 10 2 2 7 5
?epas Adomas 2 2 3 1 8 7 3 7 10 4 6
?epas Kajus 6 4 7 9 10 9 10 3 1 10 9
Giedraitis Vilius 1 8 4 5 7 4 8 6 9 8 9
Sadauskas Andrius 2 1 6 4 6 7 4 1 8 5 7
Vasiliauskas Rokas 5 5 5 9 1 7 5 8 1 5 3
ukauskas Dominykas 3 1 10 2 4 8 3 7 9 10 3
Kavaliauskas Paulius 5 8 7 4 1 4 7 1 9 3 5
Kazlauskas Jonas 10 9 8 6 4 10 10 5 2 5 5
Petrauskas Vilius 4 10 4 4 9 2 7 7 4 3 6
ukauskas Arnas 10 1 7 3 5 1 2 1 3 6 9
Vasiliauskas Laurynas 2 10 7 3 7 1 10 7 5 6 9
Jankauskas Benas 6 5 7 4 2 3 2 6 8 1 9
Maeika Dominykas 8 1 3 6 4 5 3 2 6 2 5
Grigaitis Rokas 8 9 3 10 1 3 1 7 6 10 10
Giedraitis Arnas 6 7 4 3 1 3 3 7 5 5 6
Noreika Jonas 9 7 5 3 8 1 4 1 5 1 7
Kairys Dominykas 1 10 10 1 1 7 10 8 6 1 5
Vasiliauskas Jonas 1 1 7 8 5 10 10 7 9 7 5
Vasiliauskas Jonas 1 8 3 7 7 3 1 2 7 8 1
?epas Dovydas 10 6 8 3 7 7 3 4 6 10 4
?epas Jonas 8 8 7 5 3 10 6 10 6 6 8
Bacevi?ius Lukas 6 8 8 8 10 4 6 5 8 5 3
Kairys Kajus 1 8 6 7 9 7 8 3 5 7 2
Stankevi?ius Rokas 1 3 7 3 3 3 10 10 5 4 4
Kavaliauskas Rokas 2 1 9 7 5 4 7 5 9 5 10
?epas Tomas 7 2 6 2 5 8 7 6 4 2 5
Grigaitis Martynas 5 6 2 4 4 3 10 5 2 4 3
Stankevi?ius Dovydas 10 10 9 6 10 8 1 10 3 4 2
Jankauskas Arnas 1 1 6 9 9 4 9 7 9 2 6
Giedraitis Andrius 3 10 3 4 9 2 9 1 1 5 1
Pocius Jonas 6 4 1 4 3 4 6 9 1 1 3
Maeika Rokas 10 4 9 9 5 7 9 1 2 10 9
Vasiliauskas Ignas 1 1 4 3 6 6 8 1 6 1 10
Kazlauskas Adomas 8 3 5 2 5 1 6 8 7 8 1
Giedraitis Andrius 4 3 4 4 4 9 1 6 4 5 6
Mikalauskas Benas 6 3 6 7 8 7 4 2 2 5 7
Valantinas Tomas 1 1 1 4 6 1 5 10 5 1 2
?epas Arnas 7 8 2 2 2 5 3 6 10 4 1
Kazlauskas Kajus 5 3 9 4 10 7 6 4 8 6 3
Valantinas Laurynas 9 3 8 10 7 8 6 9 2 9 2
Pocius Vilius 3 9 2 8 4 4 4 9 8 4 8
Maeika Laurynas 2 10 8 5 9 9 3 3 8 2 9
Sadauskas Arnas 2 3 7 1 10 1 3 5 4 6 7
Paulauskas Rokas 3 4 5 10 8 10 9 5 2 4 5
Stankevi?ius Nojus 2 10 6 6 8 10 3 4 6 2 7
Pocius Andrius 9 9 8 2 2 5 9 2 1 5 5
Sadauskas Adomas 9 10 1 5 4 7 10 2 2 3 7
Pocius Deividas 10 3 8 4 2 3 4 1 9 8 3
Šimkus Tomas 5 8 2 2 9 5 3 7 1 8 3
Mikalauskas Andrius 8 1 3 10 2 5 10 2 4 4 1
Petrauskas Laurynas 8 1 10 6 10 3 5 3 7 3 5
Sadauskas Adomas 2 4 3 8 6 5 7 8 3 9 2
Sadauskas Titas 10 8 7 3 6 1 7 1 2 3 8
Noreika Jonas 8 7 2 5 4 5 2 3 9 5 9
ukauskas Titas 7 4 5 6 5 7 6 5 4 6 1
Grigaitis Mantas 10 5 10 1 4 2 4 2 10 2 10
Mikalauskas Jonas 4 2 9 2 1 9 2 3 2 8 1
Mikalauskas Lukas 1 9 6 7 10 1 1 4 1 7 1
Kavaliauskas Titas 2 8 6 3 1 1 8 1 2 2 3
Valantinas Ignas 3 10 8 5 9 1 9 4 9 9 3
Petrauskas Kajus 10 9 10 10 4 1 4 10 2 3 9
Petrauskas Tomas 2 1 2 10 8 7 4 5 8 7 9
ukauskas Tomas 4 2 9 4 3 8 1 1 1 8 4
Mikalauskas Andrius 7 5 3 1 10 5 1 7 3 3 3
Bacevi?ius Dovydas 5 8 2 6 2 5 5 5 5 7 5
Noreika Rokas 3 4 5 9 9 1 7 10 3 8 5
Sadauskas Ignas 7 7 2 9 8 6 5 3 4 8 7
Petrauskas Nojus 6 2 1 9 1 1 1 3 9 5 7
Noreika Rokas 2 8 6 9 8 2 2 1 9 4 10
Kazlauskas Tomas 8 9 2 4 5 9 6 8 3 10 9
Paulauskas Tomas 3 9 6 5 6 10 10 4 6 1 5
Petrauskas Vilius 6 8 5 5 7 10 5 3 5 8 6
Stankevi?ius Kajus 2 8 1 9 8 6 6 5 4 6 5
Valantinas Vilius 3 7 8 7 9 9 5 8 10 5 7
Noreika Mantas 10 6 9 9 6 8 1 7 7 4 4
Šimkus Dovydas 6 6 2 10 2 6 3 1 4 5 8
Vasiliauskas Mantas 6 10 7 9 3 9 8 6 9 1 7
Sadauskas Dovydas 1 5 2 4 9 7 9 5 1 10 6
Kazlauskas Jonas 1 7 2 3 3 5 4 9 3 5 1
Petrauskas Ignas 5 4 8 5 6 2 10 6 3 1 3
?epas Rokas 7 10 7 1 3 5 8 2 7 10 4
Kairys Kajus 2 1 1 9 7 1 7 8 2 10 7
Kazlauskas Ignas 7 1 9 9 3 10 6 3 10 8 9
Mikalauskas Tomas 8 9 7 7 5 5 6 5 2 7 10
ukauskas Jonas 8 10 4 10 10 3 9 2 10 5 9
Grigaitis Rokas 10 2 3 9 7 6 3 9 6 2 4
Noreika Martynas 7 5 6 10 3 7 1 3 3 6 8
Jankauskas Mantas 9 1 2 2 2 8 8 2 10 2 3
Pocius Arnas 4 8 2 6 9 8 5 4 10 4 1
Pocius Arnas 5 5 10 8 1 7 7 9 8 3 7
?epas Paulius 7 6 7 7 9 9 3 3 5 3 3
Pocius Martynas 8 10 6 3 10 6 7 3 4 1 2
Bacevi?ius Dominykas 3 1 9 1 6 3 4 1 9 6 10
Maeika Nojus 7 6 2 2 8 3 3 6 6 9 8
Valantinas Ignas 7 9 6 4 10 4 10 10 9 10 2
Giedraitis Adomas 9 1 10 1 10 9 2 1 7 10 8
Kazlauskas Laurynas 5 7 2 5 5 4 6 8 3 7 4
Kavaliauskas Vilius 2 1 4 1 5 9 5 3 2 1 8
Stankevi?ius Deividas 10 1 10 6 2 6 2 9 6 4 7
Šimkus Paulius 10 6 1 10 7 8 3 5 10 10 6
Kavaliauskas Kajus 3 5 10 7 5 2 5 1 4 3 9
Šimkus Benas 10 5 8 10 10 6 2 6 1 2 4
Noreika Paulius 5 5 1 7 3 6 7 4 2 6 4
Vasiliauskas Tomas 8 8 3 5 4 1 3 5 10 2 7
Valantinas Tomas 6 10 8 4 3 10 6 6 4 6 7
ukauskas Kajus 4 2 2 7 10 4 8 1 5 10 9
Paulauskas Ignas 9 8 6 9 9 3 5 8 4 7 5
Šimkus Benas 5 1 10 8 5 7 1 3 3 9 2
Giedraitis Nojus 8 7 7 8 3 4 10 2 5 10 7
Kazlauskas Lukas 10 8 10 7 9 8 10 6 9 1 9
Valantinas Deividas 2 8 9 1 5 8 3 10 4 10 6
Bacevi?ius Nojus 6 6 9 8 2 5 5 7 4 4 9
?epas Deividas 2 5 3 3 2 10 7 8 3 5 1
Jankauskas Martynas 1 5 8 5 6 4 1 5 9 6 7
ukauskas Dominykas 10 1 6 2 4 7 6 7 10 8 1
Kairys Vilius 4 5 1 4 1 7 8 3 8 8 1
Paulauskas Dovydas 4 2 4 6 3 10 10 3 7 9 10
Vasiliauskas Lukas 4 5 6 8 5 1 6 1 1 4 6
Giedraitis Rokas 8 3 9 4 4 2 3 7 7 2 5
Kazlauskas Jonas 7 4 10 10 4 10 7 3 5 7 1
Paulauskas Laurynas 1 4 8 4 7 1 8 9 9 5 10
Kavaliauskas Tomas 4 6 10 4 10 3 10 2 7 2 1
Bacevi?ius Dovydas 6 1 6 9 10 7 2 6 8 6 2
Vasiliauskas Martynas 6 6 2 8 10 10 7 7 7 3 6
ukauskas Jonas 5 7 8 6 2 10 2 2 4 1 3
Valantinas Dominykas 1 10 2 9 2 4 8 5 2 10 4
Kazlauskas Kajus 10 4 10 4 6 6 5 7 9 3 1
Paulauskas Titas 3 9 9 5 2 4 7 4 2 5 1
Kavaliauskas Benas 10 10 8 7 7 10 4 5 5 2 4
?epas Nojus 1 5 8 2 10 7 3 8 5 3 7
Stankevi?ius Martynas 5 2 9 7 2 5 10 8 10 7 8
Paulauskas Deividas 10 10 10 4 7 2 1 8 3 6 2
Šimkus Tomas 8 7 10 8 9 7 6 4 3 1 2
Petrauskas Dovydas 6 1 2 9 5 8 4 4 8 4 7
Šimkus Lukas 7 1 6 4 4 8 2 1 9 2 4
Sadauskas Vilius 1 3 3 5 1 8 6 4 5 5 9
Giedraitis Lukas 3 1 7 7 5 5 3 5 6 9 10
Paulauskas Andrius 1 9 7 5 4 3 1 9 1 2 9
Sadauskas Jonas 4 4 1 2 10 7 2 3 1 1 9
Kairys Vilius 5 9 5 4 3 8 3 9 2 3 6
Paulauskas Laurynas 8 6 1 3 3 4 1 8 4 1 9
Grigaitis Kajus 1 9 2 10 4 7 6 5 9 5 8
Šimkus Dominykas 1 5 7 2 1 7 1 5 10 7 4
Noreika Andrius 6 1 8 5 8 10 8 6 9 1 4
Petrauskas Lukas 5 5 9 10 1 1 2 5 1 8 2
Stankevi?ius Deividas 3 5 5 4 1 8 10 8 6 7 7
Mikalauskas Kajus 8 8 3 2 8 9 3 6 6 7 3
Kazlauskas Paulius 6 9 10 2 4 3 8 2 9 6 1
Paulauskas Paulius 6 6 4 1 2 2 2 10 2 4 9
Kavaliauskas Dovydas 2 7 6 6 1 5 1 6 7 10 9
Bacevi?ius Dovydas 2 7 2 10 2 2 8 8 9 3 9
Maeika Jonas 1 3 4 4 9 8 5 7 8 2 1
Pocius Andrius 10 10 3 7 7 10 5 2 3 2 2
Paulauskas Deividas 6 2 5 8 10 8 1 9 4 1 1
Pocius Rokas 6 5 9 7 2 2 1 9 4 3 1
Mikalauskas Rokas 8 3 9 10 8 3 2 7 10 5 6
Mikalauskas Arnas 8 9 1 2 1 8 6 8 6 6 8
Jankauskas Paulius 5 9 7 2 2 7 2 3 1 1 7
Šimkus Arnas 4 5 3 10 2 4 1 7 7 8 8
Maeika Paulius 3 4 6 8 6 4 5 5 7 8 7
Šimkus Tomas 3 8 10 1 9 1 9 7 7 10 5
Noreika Rokas 3 10 1 2 6 8 9 9 2 9 1
Pocius Kajus 5 6 2 9 1 2 1 9 7 3 7
Jankauskas Rokas 6 1 3 2 3 9 10 10 4 5 6
Pocius Dominykas 4 2 10 6 3 7 10 8 2 6 4
Mikalauskas Arnas 6 8 9 7 10 4 9 7 9 6 7
Mikalauskas Jonas 4 7 8 9 7 9 5 10 10 8 1
Kavaliauskas Lukas 4 6 2 3 9 3 9 9 5 9 4
Giedraitis Tomas 9 5 1 2 9 3 6 5 3 8 1
Vasiliauskas Kajus 7 10 4 6 6 6 8 10 1 5 10
Noreika Kajus 5 3 9 9 1 5 10 1 6 9 3
?epas Dovydas 7 8 7 10 7 2 10 1 3 8 2
Pocius Paulius 9 9 5 1 2 4 9 5 7 3 3
Paulauskas Benas 8 10 8 3 5 2 1 3 5 1 5
Giedraitis Paulius 6 9 4 2 4 7 7 10 6 8 4
Valantinas Lukas 7 6 6 5 9 1 2 6 3 6 6
Vasiliauskas Andrius 5 3 8 8 8 4 10 3 2 7 5
Mikalauskas Vilius 10 3 3 9 6 4 3 5 3 1 2
?epas Martynas 1 6 5 5 1 1 3 6 10 5 2
Kazlauskas Nojus 6 6 10 1 8 4 3 2 1 8 10
Jankauskas Deividas 7 6 2 5 9 7 8 7 2 8 7
Pocius Kajus 4 2 2 1 8 7 8 4 5 1 6
Paulauskas Titas 8 6 3 3 7 9 8 9 6 5 10
Petrauskas Lukas 3 9 7 6 3 9 8 8 1 10 2
Šimkus Kajus 8 6 6 10 2 10 1 7 10 5 10
Sadauskas Vilius 9 9 7 9 5 9 6 9 5 5 7
Giedraitis Benas 3 10 2 5 6 9 2 2 2 2 8
Šimkus Dominykas 3 7 1 9 10 2 9 10 9 7 5
Vasiliauskas Adomas 1 7 6 6 4 8 8 4 3 8 8
Grigaitis Tomas 2 9 2 6 9 8 5 5 7 9 7
Kazlauskas Lukas 6 8 9 9 3 8 7 8 1 9 1
Jankauskas Nojus 3 3 7 4 3 9 1 10 5 4 3
Mikalauskas Paulius 5 4 2 8 8 4 3 7 6 6 10
Maeika Deividas 3 7 4 1 1 2 9 2 3 9 7
Paulauskas Adomas 5 3 6 6 6 4 10 6 5 1 4
Kazlauskas Nojus 2 10 2 8 6 5 4 3 1 6 7
Sadauskas Adomas 5 10 7 4 1 2 8 10 10 7 3
Stankevi?ius Paulius 3 5 10 3 9 3 8 5 7 5 4
ukauskas Deividas 3 2 4 2 7 4 3 3 10 6 8
Grigaitis Paulius 8 3 3 4 5 1 1 3 5 1 9
?epas Ignas 6 10 5 7 7 5 4 4 9 5 3
Kairys Vilius 9 2 3 6 6 4 8 8 8 7 3
Sadauskas Ignas 7 4 5 10 10 2 1 6 8 10 1
Grigaitis Dovydas 8 6 5 2 7 3 1 3 10 3 3
Noreika Adomas 7 2 7 5 2 6 7 6 3 1 4
Jankauskas Tomas 5 5 3 1 7 4 9 10 6 9 9
Valantinas Adomas 8 9 9 6 9 9 8 2 1 2 9
?epas Deividas 9 8 2 4 2 9 4 7 10 7 5
Valantinas Nojus 8 6 9 4 2 1 9 9 7 1 9
Noreika Laurynas 5 4 5 1 3 6 2 6 2 6 8
Giedraitis Arnas 5 8 7 2 1 10 4 10 9 1 5
Petrauskas Rokas 6 3 4 10 2 5 2 7 8 9 2
Šimkus Mantas 1 3 10 6 6 3 10 1 3 8 10
Maeika Nojus 9 8 3 6 9 4 5 5 9 8 3
Grigaitis Lukas 9 7 6 2 7 2 10 7 7 3 3
Maeika Deividas 3 1 7 9 3 9 5 4 1 5 1
Šimkus Paulius 1 9 6 6 3 3 1 5 4 10 9
Stankevi?ius Rokas 7 5 8 7 10 6 1 8 3 5 6
Stankevi?ius Adomas 3 7 6 8 2 5 5 1 4 6 1
Grigaitis Jonas 10 2 5 3 9 1 6 1 2 10 8
?epas Kajus 1 9 6 6 5 8 10 8 5 3 10
Maeika Rokas 3 4 4 2 10 1 1 7 10 10 4
Jankauskas Martynas 3 2 9 5 6 3 7 2 4 1 1
?epas Paulius 4 3 2 2 5 10 2 4 6 4 8
Paulauskas Tomas 3 9 1 2 6 1 5 5 3 10 8
Petrauskas Arnas 10 8 7 10 4 2 4 4 4 1 6
Petrauskas Vilius 2 5 10 5 4 1 10 8 3 5 7
Stankevi?ius Dovydas 2 6 7 4 4 3 4 10 10 5 9
ukauskas Nojus 7 1 10 5 1 4 7 10 1 2 8
Pocius Lukas 8 3 4 8 1 5 5 4 8 8 4
Kazlauskas Lukas 10 2 4 3 8 6 7 8 8 5 2
Sadauskas Nojus 4 6 7 4 8 7 7 3 4 8 3
Petrauskas Laurynas 2 1 6 1 9 2 6 8 3 9 4
Giedraitis Arnas 10 5 9 7 5 5 4 6 3 1 8
Kairys Rokas 1 3 7 9 5 9 10 10 4 4 7
Kairys Deividas 7 5 9 6 1 9 9 10 8 5 10
Bacevi?ius Rokas 2 10 3 9 5 7 10 7 6 3 8
Noreika Rokas 2 1 3 1 9 9 8 4 9 4 3
Stankevi?ius Dovydas 6 8 9 4 2 10 3 8 3 4 5
Paulauskas Tomas 5 2 9 7 6 9 7 6 4 9 1
ukauskas Benas 10 1 1 8 6 6 7 5 8 9 2
Valantinas Benas 5 1 7 6 9 2 6 1 6 10 3
Kavaliauskas Adomas 2 6 6 2 8 2 2 9 10 2 5
Paulauskas Ignas 7 10 7 4 9 10 2 2 4 5 7
Kavaliauskas Titas 7 2 4 1 10 6 3 6 7 2 3
Kairys Andrius 9 1 4 6 3 2 1 8 9 4 10
Paulauskas Paulius 9 2 7 3 4 3 6 3 2 2 8
Valantinas Rokas 3 5 1 9 7 2 3 8 5 9 1
Grigaitis Dominykas 2 2 2 6 3 9 2 4 2 2 7
Paulauskas Dominykas 3 3 5 8 5 1 6 7 2 3 10
Mikalauskas Deividas 10 5 4 5 5 9 4 8 4 8 3
Šimkus Rokas 8 8 4 8 6 4 5 9 7 1 8
Stankevi?ius Rokas 3 3 4 2 10 3 2 1 7 7 7
?epas Deividas 7 2 1 7 1 1 7 3 7 3 8
Bacevi?ius Dovydas 2 5 4 10 5 2 10 10 10 8 2
Grigaitis Jonas 4 1 3 5 9 9 3 3 2 3 9
Paulauskas Mantas 1 9 4 8 6 3 10 7 5 5 2
Bacevi?ius Titas 3 9 6 10 9 9 2 5 2 8 4
Petrauskas Adomas 8 4 5 7 9 2 1 2 10 1 3
ukauskas Rokas 3 6 5 9 10 7 10 7 1 2 5
Vasiliauskas Paulius 5 10 1 8 7 1 7 4 6 9 8
Bacevi?ius Mantas 6 4 10 7 9 5 3 1 2 6 1
Grigaitis Laurynas 5 10 3 10 5 2 3 3 8 10 10
Jankauskas Rokas 6 3 1 9 5 2 3 4 2 1 4
?epas Rokas 3 7 10 9 8 1 3 6 2 6 4
