Pavarde        Vardas         Galutinis (Vid.)
Dominykas      Žukauskas          5.29
Martynas       Navickas           7.54
Dominykas      Kairys             7.89
Eimantas       Stankevičius       8.69
Martynas       Butkus             6.34
Rokas          Norkus             5.40
Andrius        Petrauskas         7.23
Paulius        Zelvys             6.00
Edgaras        Urbonas            8.57
Laurynas       Vaičiūnas          7.14
Tomas          Petrauskas         7.31
Dovydas        Petrauskas         8.23
Saulius        Zelvys             7.17
Paulius        Kundrotas          5.97
Arnas          Stankevičius       6.17
Arvydas        Butkus             6.37
Jonas          Kundrotas          7.66
Eimantas       Kazlauskas         7.60
Antanas        Morkūnas           7.66
Andrius        Žukauskas          6.60
Mantas         Misevičius         6.20
Rokas          Kazlauskas         6.74
Mindaugas      Misevičius         5.37
Šarūnas        Matulis            8.03
Giedrius       Kazlauskas         6.57
Jonas          Navickas           5.74
Andrius        Sabonis            6.26
Rokas          Butkus             6.14
Karolis        Pocius             5.94
Dovydas        Dapkus             5.66
Karolis        Jasinskas          5.40
Simonas        Urbonas            6.97
Laurynas       Urbonas            6.63
Mindaugas      Rutkauskas         5.86
Rokas          Vaičiūnas          7.86
Vilius         Balsys             5.97
Antanas        Matulis            7.89
Šarūnas        Norkus             8.91
Edgaras        Morkūnas           5.06
Justinas       Kairys             5.43
Arvydas        Paulauskas         6.00
Antanas        Zelvys             5.89
Simonas        Urbonas            6.89
Mindaugas      Urbonas            7.03
Eimantas       Balčiūnas          7.43
Edgaras        Rutkauskas         5.03
Karolis        Dapkus             7.23
Rokas          Sakalauskas        6.31
Mindaugas      Matulis            6.83
Gabrielius     Misevičius         7.66
Ernestas       Dapkus             6.43
Mindaugas      Kazlauskas         6.06
Ernestas       Šimkus             5.86
Ignas          Misevičius         5.11
Paulius        Urbonas            8.40
Mantas         Urbonas            6.77
Paulius        Sakalauskas        8.40
Karolis        Navickas           7.54
Arnas          Bagdonas           7.34
Paulius        Misevičius         8.34
Deividas       Žukauskas          5.03
Jonas          Matulis            8.29
Andrius        Sakalauskas        6.71
Dominykas      Stankevičius       6.09
Eimantas       Urbonas            5.26
Rokas          Kazlauskas         7.91
Giedrius       Morkūnas           5.09
Gabrielius     Petrauskas         7.29
Ernestas       Kundrotas          6.40
Arvydas        Rutkauskas         7.63
Paulius        Kundrotas          6.86
Aurimas        Navickas           7.11
Giedrius       Stankevičius       5.34
Arnas          Šimkus             5.46
Aurimas        Dapkus             6.51
Lukas          Vaičiūnas          8.37
Paulius        Jasinskas          8.00
Mantas         Šimkus             6.26
Antanas        Norkus             7.89
Martynas       Navickas           6.89
Martynas       Urbonas            5.46
Giedrius       Petraitis          5.29
Martynas       Žukauskas          6.03
Antanas        Dapkus             5.43
Vilius         Dapkus             7.20
Jonas          Petraitis          6.71
Martynas       Zelvys             5.49
Ignas          Rutkauskas         7.54
Paulius        Vaičiūnas          6.17
Šarūnas        Kundrotas          7.17
Mantas         Vaitkus            7.17
Karolis        Petrauskas         6.77
Arvydas        Jasinskas          7.83
Justinas       Zelvys             5.97
Dominykas      Vaitkus            7.03
Saulius        Petraitis          5.54
Mindaugas      Urbonas            7.51
Simonas        Balsys             5.69
Edgaras        Jasinskas          6.91
Justinas       Vaičiūnas          8.14
Simonas        Zelvys             7.46
Lukas          Balsys             6.77
Mantas         Jasinskas          7.49
Arvydas        Kairys             6.77
Simonas        Kairys             6.97
Aurimas        Petrauskas         5.54
Gabrielius     Dapkus             5.29
Ernestas       Navickas           7.86
Arvydas        Kazlauskas         5.06
Ernestas       Šimkus             7.03
Justinas       Žukauskas          6.40
Arvydas        Paulauskas         5.37
Jonas          Vaičiūnas          6.37
Ernestas       Morkūnas           8.51
Laurynas       Petraitis          8.06
Eimantas       Jasinskas          6.94
Edgaras        Matulis            6.06
Andrius        Žukauskas          5.51
Vilius         Žukauskas          7.26
Arnas          Vaitkus            6.00
Mindaugas      Norkus             7.40
Antanas        Jankauskas         6.94
Vytautas       Kairys             5.54
Vilius         Navickas           8.40
Andrius        Morkūnas           6.37
Dovydas        Dapkus             7.71
Gabrielius     Matulis            7.77
Deividas       Sakalauskas        6.80
Saulius        Žukauskas          8.06
Andrius        Matulis            8.69
Simonas        Pocius             7.31
Deividas       Pocius             7.03
Ignas          Balsys             5.89
Arvydas        Vaitkus            8.40
Eimantas       Paulauskas         5.94
Dovydas        Morkūnas           5.49
Arvydas        Butkus             7.00
Ignas          Balsys             8.17
Gabrielius     Vaitkus            7.91
Justinas       Navickas           5.63
Ignas          Žukauskas          8.31
Vytautas       Šimkus             7.26
Arvydas        Sakalauskas        8.31
Gabrielius     Kairys             6.91
Lukas          Vaičiūnas          5.26
Martynas       Urbonas            6.11
Tomas          Sabonis            5.54
Laurynas       Morkūnas           6.63
Vytautas       Dapkus             7.74
Giedrius       Balčiūnas          7.54
Simonas        Misevičius         5.00
Justinas       Bagdonas           7.54
Andrius        Vaitkus            6.77
Karolis        Bagdonas           7.49
Ernestas       Balsys             9.03
Gabrielius     Misevičius         7.43
Rokas          Šimkus             7.89
Edgaras        Vaitkus            5.37
Vilius         Urbonas            8.57
Karolis        Misevičius         7.03
Lukas          Petrauskas         5.57
Saulius        Paulauskas         5.83
Deividas       Misevičius         8.09
Eimantas       Šimkus             7.34
Tomas          Morkūnas           6.71
Ernestas       Zelvys             5.17
Saulius        Kairys             8.86
Martynas       Jankauskas         7.20
Antanas        Juodka             6.51
Dominykas      Paulauskas         5.43
Mindaugas      Kundrotas          5.60
Vytautas       Balsys             8.29
Gabrielius     Šimkus             7.37
Mindaugas      Šimkus             5.66
Saulius        Juodka             6.17
Lukas          Sabonis            5.03
Antanas        Sabonis            7.26
Justinas       Bagdonas           6.71
Rokas          Morkūnas           6.51
Saulius        Balsys             6.11
Šarūnas        Dapkus             7.69
Rokas          Kundrotas          5.09
Eimantas       Sabonis            6.26
Aurimas        Sabonis            6.69
Dovydas        Norkus             8.31
Mantas         Petrauskas         5.80
Šarūnas        Vaičiūnas          5.77
Justinas       Urbonas            6.63
Simonas        Norkus             6.63
Šarūnas        Sakalauskas        5.03
Andrius        Misevičius         7.51
Aurimas        Sakalauskas        5.23
Šarūnas        Urbonas            7.86
Mantas         Stankevičius       7.57
Vilius         Petraitis          6.74
Laurynas       Pocius             8.63
Ernestas       Morkūnas           7.60
Tomas          Bagdonas           6.00
Mindaugas      Morkūnas           8.63
Ernestas       Pocius             5.20
Deividas       Stankevičius       7.09
Paulius        Morkūnas           5.91
Rokas          Stankevičius       7.89
Antanas        Šimkus             5.09
Lukas          Balsys             7.60
Saulius        Šimkus             7.14
Simonas        Paulauskas         6.94
Saulius        Paulauskas         6.14
Paulius        Petrauskas         6.37
Arnas          Matulis            5.51
Jonas          Šimkus             5.14
Vilius         Sakalauskas        7.37
Giedrius       Balčiūnas          6.43
Lukas          Dapkus             7.11
Mantas         Butkus             5.14
Šarūnas        Kundrotas          5.17
Edgaras        Balsys             7.26
Jonas          Rutkauskas         6.11
Aurimas        Balsys             6.91
Vilius         Norkus             5.94
Edgaras        Paulauskas         5.97
Mindaugas      Sabonis            5.57
Ignas          Navickas           8.17
Rokas          Vaičiūnas          6.37
Martynas       Šimkus             6.51
Dovydas        Kairys             7.17
Arnas          Paulauskas         7.11
Mindaugas      Morkūnas           7.49
Aurimas        Bagdonas           6.69
Vytautas       Balčiūnas          6.86
Martynas       Jasinskas          6.49
Edgaras        Navickas           6.77
Karolis        Norkus             7.23
Justinas       Šimkus             7.91
Šarūnas        Misevičius         6.71
Ernestas       Navickas           8.34
Giedrius       Norkus             5.31
Deividas       Navickas           6.03
Dominykas      Kundrotas          7.97
Justinas       Balsys             7.40
Šarūnas        Dapkus             7.83
Arvydas        Balčiūnas          6.51
Antanas        Navickas           7.49
Eimantas       Žukauskas          8.57
Simonas        Rutkauskas         6.43
Jonas          Vaitkus            5.40
Saulius        Kazlauskas         5.40
Dovydas        Petraitis          5.40
Aurimas        Kazlauskas         8.06
Dominykas      Rutkauskas         7.17
Martynas       Bagdonas           7.80
Antanas        Jankauskas         6.29
Vytautas       Vaičiūnas          7.00
Deividas       Navickas           8.80
Ernestas       Butkus             6.80
Vilius         Morkūnas           7.57
Saulius        Rutkauskas         7.57
Giedrius       Petrauskas         8.40
Dovydas        Zelvys             8.20
Deividas       Balsys             8.46
Dovydas        Navickas           6.23
Simonas        Kundrotas          5.60
Martynas       Šimkus             6.06
Ernestas       Kazlauskas         6.71
Dominykas      Juodka             6.89
Aurimas        Sakalauskas        5.34
Saulius        Navickas           6.34
Ernestas       Šimkus             5.89
Saulius        Pocius             6.80
