Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 ND15 Egz.
Karolis Morkūnas 8 8 6 7 1 7 9 2 5 4 1 8 7 6 1 6
Deividas Žukauskas 6 10 10 8 2 8 9 1 7 1 8 8 6 4 7 9
Martynas Urbonas 5 8 9 4 9 7 8 5 2 10 8 2 8 5 5 7
Saulius Navickas 6 4 10 4 5 3 4 3 6 10 1 3 6 8 6 4
Simonas Petraitis 3 2 6 5 4 8 6 10 10 7 1 7 6 6 9 3
Arvydas Pocius 3 7 3 2 9 6 6 3 10 7 4 9 5 8 10 8
Ernestas Kazlauskas 9 2 3 7 5 4 2 5 10 10 9 10 7 9 2 8
Dovydas Misevičius 9 1 5 6 7 10 4 1 10 6 10 7 1 9 7 5
Giedrius Paulauskas 4 4 10 9 7 1 5 5 9 3 9 1 5 7 3 10
Lukas Navickas 6 5 7 5 9 8 6 8 10 5 4 9 5 6 4 4
Martynas Kundrotas 10 8 8 5 5 4 4 6 1 5 6 9 5 8 10 5
Arnas Bagdonas 1 1 3 10 7 10 5 4 9 9 10 7 5 3 6 10
Jonas Sakalauskas 2 5 5 1 4 7 5 3 2 5 5 7 10 1 9 4
Arnas Sakalauskas 1 3 4 1 6 8 5 2 8 8 4 5 7 4 6 10
Gabrielius Petrauskas 5 2 5 4 4 5 1 2 8 8 3 4 4 8 2 1
Antanas Balsys 3 2 5 9 9 3 4 3 2 5 10 4 6 2 4 6
Mindaugas Balčiūnas 5 9 7 8 4 3 1 7 1 7 10 5 2 9 3 10
Dominykas Navickas 2 2 6 5 2 10 7 7 9 10 9 8 9 4 2 6
Karolis Rutkauskas 6 8 7 3 8 2 4 2 7 1 6 7 6 6 4 10
Paulius Stankevičius 3 9 9 8 7 6 7 3 2 10 2 10 9 1 4 6
Mindaugas Urbonas 4 4 8 8 7 7 7 1 9 1 5 1 9 7 2 6
Ignas Sabonis 2 9 4 6 1 8 5 10 9 3 1 1 1 6 1 4
Andrius Sabonis 7 5 7 6 5 8 2 1 6 10 10 8 6 5 6 6
Justinas Šimkus 10 10 7 1 4 3 10 10 5 4 6 7 5 4 10 7
Antanas Vaitkus 2 8 1 7 5 2 3 2 3 8 5 2 1 7 3 7
Šarūnas Žukauskas 2 6 7 5 3 4 6 9 8 1 1 2 7 9 1 8
Tomas Norkus 3 5 5 4 2 2 9 4 9 5 9 6 6 7 7 7
Antanas Vaitkus 1 9 8 7 4 7 10 8 10 3 9 9 3 1 8 5
Gabrielius Misevičius 1 7 2 3 6 6 7 3 7 1 9 1 4 9 2 3
Andrius Morkūnas 1 4 7 7 1 6 10 7 3 1 4 5 6 5 6 5
Gabrielius Urbonas 5 2 8 5 3 3 4 3 10 10 5 9 4 9 6 4
Vilius Morkūnas 3 2 10 3 7 7 10 3 2 2 3 5 8 7 6 7
Dominykas Navickas 7 2 6 8 5 1 10 3 8 1 3 2 1 6 10 10
Vytautas Dapkus 3 8 9 8 1 3 6 4 10 4 1 7 8 6 3 7
Saulius Vaičiūnas 4 9 3 4 5 4 8 8 10 4 7 7 4 3 7 9
Simonas Šimkus 3 10 6 9 7 8 7 3 10 8 6 2 6 6 6 9
Simonas Kazlauskas 9 10 7 7 4 5 9 6 1 8 6 1 2 7 2 9
Arnas Balčiūnas 7 4 9 9 7 2 2 5 8 10 3 9 2 6 1 1
Eimantas Balčiūnas 8 1 2 2 10 3 5 8 7 7 7 4 8 10 10 8
Aurimas Dapkus 1 10 6 2 10 10 3 9 2 8 7 9 10 1 8 10
Laurynas Juodka 8 4 6 5 7 6 6 9 7 8 8 4 7 10 6 10
Arnas Sakalauskas 3 6 4 9 10 5 7 5 8 4 5 7 7 7 9 7
Ernestas Balsys 1 3 3 10 4 4 8 2 1 10 1 3 3 6 9 9
Aurimas Balčiūnas 6 1 2 7 6 9 1 2 8 8 3 1 5 4 2 3
Ernestas Matulis 10 2 5 9 4 9 4 5 6 6 2 7 1 3 6 2
Andrius Butkus 6 5 1 9 2 1 8 8 1 10 2 5 10 8 2 7
Dovydas Kundrotas 1 5 4 7 6 8 5 8 8 8 2 10 7 7 6 9
Arnas Navickas 10 6 8 9 5 8 4 6 8 8 7 5 1 8 8 1
Dominykas Šimkus 4 10 1 1 6 6 9 6 5 2 6 1 9 10 4 7
Giedrius Žukauskas 4 4 1 1 3 1 8 4 6 1 1 10 6 10 10 3
Mindaugas Šimkus 7 7 6 5 2 5 1 9 2 2 8 10 10 9 1 6
Lukas Paulauskas 1 5 3 7 9 2 7 4 5 1 4 2 3 1 2 8
Tomas Matulis 10 7 4 6 6 9 2 8 1 4 3 4 1 9 8 3
Edgaras Rutkauskas 2 9 9 9 10 3 8 8 2 9 2 4 5 7 9 7
Justinas Norkus 5 3 9 6 2 7 9 9 7 2 1 9 1 10 8 6
Andrius Vaitkus 5 6 3 7 1 3 3 4 4 10 6 10 8 9 4 4
Justinas Sakalauskas 5 9 9 2 7 1 2 1 10 4 5 2 8 8 1 8
Ernestas Žukauskas 10 6 1 6 8 9 5 6 2 5 5 4 7 3 1 3
Vilius Zelvys 5 4 9 3 8 6 4 3 1 5 2 6 6 7 3 3
Antanas Balsys 8 9 8 2 7 8 5 10 8 8 10 4 8 1 5 1
Aurimas Norkus 3 9 6 10 3 1 3 10 8 1 6 4 7 4 8 1
Justinas Juodka 4 5 10 8 5 10 9 7 8 7 8 4 8 9 7 6
Andrius Kundrotas 3 6 4 6 5 10 5 3 8 8 6 10 6 8 3 6
Antanas Matulis 2 2 8 10 1 2 1 2 2 10 6 1 6 6 9 2
Dominykas Kundrotas 1 8 10 2 5 7 3 4 9 1 6 1 1 1 3 3
Lukas Sakalauskas 5 2 3 1 1 3 8 4 5 2 5 5 4 4 8 8
Deividas Navickas 5 6 5 4 5 10 10 7 6 6 8 1 4 7 10 2
Dovydas Norkus 7 9 9 3 5 9 4 2 2 9 7 7 4 1 4 1
Ignas Petraitis 2 5 6 3 8 8 2 6 1 2 9 3 5 9 9 4
Simonas Urbonas 9 3 9 9 4 3 6 1 4 8 10 3 10 6 10 8
Vytautas Bagdonas 7 8 7 5 6 7 2 9 8 8 6 6 6 8 1 9
Arnas Kairys 3 10 10 1 2 10 3 10 3 1 2 9 6 5 3 4
Aurimas Urbonas 10 2 9 7 8 6 1 3 7 10 3 8 3 6 7 3
Dominykas Paulauskas 8 6 8 9 8 7 3 3 7 9 4 10 3 5 3 9
Eimantas Balsys 5 8 9 8 1 3 3 5 7 2 3 8 5 8 9 7
Deividas Pocius 2 4 10 8 5 5 8 10 9 8 4 5 4 6 2 6
Arvydas Norkus 2 1 3 6 5 5 10 5 5 9 8 7 5 9 4 3
Giedrius Kazlauskas 2 7 2 4 5 2 4 6 3 1 7 10 5 4 5 1
Tomas Norkus 8 2 3 10 5 5 8 7 4 3 10 2 5 1 8 7
Vytautas Balsys 9 4 1 3 8 7 5 10 6 8 6 1 5 5 8 6
Šarūnas Matulis 6 3 3 10 5 3 8 2 2 7 3 6 8 8 5 4
Mantas Jasinskas 1 7 9 9 5 3 6 7 6 6 8 4 1 7 9 10
Antanas Zelvys 2 10 2 9 8 5 5 8 6 1 5 7 5 7 3 1
Rokas Jasinskas 1 2 2 6 8 8 1 2 2 6 6 2 10 8 8 3
Ignas Žukauskas 9 1 6 10 8 10 10 10 3 6 5 1 9 7 7 10
Simonas Matulis 10 7 4 3 2 8 3 2 7 2 5 4 9 10 3 3
Aurimas Juodka 5 9 4 4 1 8 7 9 10 9 5 3 8 9 4 8
Edgaras Rutkauskas 2 1 8 5 1 4 7 10 9 8 3 4 4 5 5 10
Jonas Juodka 1 10 1 4 7 6 9 6 8 4 1 5 6 10 10 9
Ernestas Sabonis 9 3 5 9 1 6 5 1 6 4 3 6 7 5 7 9
Karolis Zelvys 2 7 7 4 5 10 8 5 6 9 3 10 6 9 5 4
Justinas Kazlauskas 3 7 5 5 7 2 7 7 6 2 5 4 3 5 6 8
Andrius Morkūnas 8 9 9 10 5 4 1 2 2 3 8 7 7 7 10 3
Tomas Jankauskas 4 5 8 5 9 3 1 3 3 7 6 9 5 8 5 2
Ignas Navickas 5 8 1 1 6 1 8 9 6 9 10 6 3 2 9 9
Mindaugas Petrauskas 2 8 9 2 5 3 8 2 8 2 6 5 7 7 8 6
Giedrius Bagdonas 5 3 9 6 9 4 8 8 8 4 8 6 9 9 10 10
Arvydas Balsys 4 9 9 2 8 5 4 10 4 4 3 10 5 5 2 7
Šarūnas Matulis 7 10 6 2 5 8 9 8 6 10 7 10 6 4 10 8
Dovydas Bagdonas 2 10 6 2 1 9 9 1 10 1 7 2 5 4 2 9
Antanas Jasinskas 7 5 10 3 6 2 2 6 5 6 3 7 7 9 3 10
Andrius Kundrotas 9 1 8 7 1 1 2 10 3 6 9 4 6 5 4 3
Eimantas Zelvys 1 6 10 7 5 5 8 7 9 3 3 7 2 8 4 9
Giedrius Petraitis 10 5 10 8 6 7 1 1 10 7 10 7 10 3 1 2
Andrius Butkus 9 1 8 4 7 9 7 9 7 10 1 9 3 2 8 4
Šarūnas Petrauskas 8 7 4 9 7 3 9 6 2 6 4 5 7 4 6 2
Lukas Jasinskas 6 4 9 1 1 7 3 10 3 1 7 1 3 1 2 1
Antanas Pocius 7 5 8 10 3 10 5 10 7 5 4 9 2 2 9 6
Mindaugas Navickas 7 5 8 1 4 2 6 1 3 8 7 4 6 10 6 2
Edgaras Rutkauskas 5 2 9 2 10 3 6 10 9 6 9 4 6 1 1 1
Martynas Urbonas 2 8 7 9 7 3 4 7 2 8 1 4 3 5 9 2
Deividas Sabonis 2 1 2 8 5 10 2 5 8 6 4 8 2 2 5 6
Aurimas Morkūnas 7 6 2 10 3 1 10 5 9 8 10 1 9 10 9 7
Jonas Kazlauskas 6 5 5 9 9 1 2 4 5 1 3 3 7 10 4 3
Šarūnas Butkus 7 2 8 1 5 6 2 4 4 6 4 4 7 1 1 6
Tomas Vaitkus 2 1 9 2 5 4 5 2 5 7 8 7 4 4 10 9
Vytautas Sabonis 7 7 8 4 6 2 2 10 3 10 9 6 10 2 3 2
Andrius Stankevičius 5 1 5 8 10 6 9 9 6 9 8 3 9 8 3 3
Edgaras Urbonas 3 3 9 7 2 7 9 6 4 2 3 4 10 3 8 9
Arvydas Paulauskas 4 10 5 2 4 10 8 4 7 1 4 10 9 6 9 2
Šarūnas Paulauskas 5 5 7 1 9 1 1 2 8 3 4 1 8 9 7 6
Justinas Šimkus 1 1 2 8 1 9 3 3 7 10 10 9 9 7 1 5
Karolis Kazlauskas 2 3 2 7 6 10 9 1 3 7 10 1 2 6 8 6
Saulius Kazlauskas 5 6 10 8 2 6 8 4 10 4 8 6 6 9 10 10
Dovydas Butkus 5 6 6 9 8 8 4 7 7 3 6 1 7 2 7 6
Arnas Jasinskas 2 6 3 3 4 1 1 3 4 7 2 6 7 10 5 6
Edgaras Šimkus 4 8 7 2 1 3 10 8 10 5 1 1 5 9 1 2
Edgaras Balčiūnas 5 8 9 8 10 1 1 10 4 4 9 1 5 7 9 1
Tomas Norkus 2 3 7 2 1 5 7 3 8 9 3 8 6 8 5 6
Saulius Urbonas 7 9 6 7 4 4 8 8 9 7 6 3 1 3 4 10
Deividas Rutkauskas 5 2 3 1 9 9 10 9 2 6 5 9 7 9 6 7
Šarūnas Norkus 6 5 10 1 3 8 6 2 2 6 5 5 9 5 2 3
Eimantas Sabonis 6 10 9 10 6 8 5 10 6 2 7 4 3 5 9 1
Vytautas Urbonas 1 1 2 3 4 7 10 8 6 3 6 7 7 9 9 4
Martynas Zelvys 8 3 7 4 2 1 8 8 2 7 9 10 5 6 4 7
Giedrius Jankauskas 1 1 5 1 5 9 8 1 2 7 6 10 5 1 2 6
Jonas Kundrotas 7 6 4 5 9 4 3 3 4 8 9 7 6 4 1 8
Edgaras Jankauskas 4 5 2 3 10 4 10 9 7 1 2 8 10 8 2 1
Andrius Petraitis 6 4 7 4 6 7 9 10 2 9 1 7 9 5 6 5
Ignas Juodka 9 7 7 7 6 1 4 8 3 1 10 1 1 6 2 4
Gabrielius Jasinskas 10 9 4 4 3 3 7 4 2 4 9 6 4 5 9 3
Paulius Šimkus 8 8 5 9 10 9 2 9 5 5 3 10 4 1 7 1
Mindaugas Žukauskas 3 7 7 1 6 6 5 9 4 9 3 1 10 3 2 3
Laurynas Matulis 10 6 4 9 9 10 2 6 2 8 8 6 6 4 7 4
Saulius Vaičiūnas 10 2 7 10 7 4 6 7 10 10 4 2 7 2 1 5
Simonas Petraitis 2 3 3 9 1 2 10 2 10 7 6 3 7 4 10 9
Mindaugas Sakalauskas 2 4 2 1 6 1 4 1 8 3 5 3 10 9 2 6
Martynas Stankevičius 8 1 8 3 10 5 7 10 2 5 6 7 1 7 10 2
Arnas Morkūnas 3 7 7 8 10 3 7 1 9 10 7 10 2 3 9 3
Ignas Sakalauskas 4 4 8 8 3 9 2 4 6 2 7 1 3 4 2 7
Mantas Balsys 6 5 1 1 10 5 3 1 8 5 8 1 3 1 2 5
Vytautas Rutkauskas 4 5 9 9 8 10 1 4 5 1 8 10 10 3 10 1
Deividas Juodka 8 8 6 2 7 10 8 6 4 2 10 3 9 5 4 8
Dominykas Balčiūnas 4 1 2 7 6 9 9 1 3 9 1 1 9 7 4 5
Andrius Petraitis 6 1 8 8 9 6 9 2 5 3 6 10 10 8 7 2
Mindaugas Jasinskas 3 9 1 4 3 10 10 2 2 7 4 5 10 7 9 10
Deividas Pocius 6 5 5 2 2 3 2 10 3 7 7 5 4 6 5 5
Arvydas Bagdonas 4 4 9 3 4 7 7 10 5 6 7 10 3 3 3 7
Ignas Norkus 10 7 1 9 1 9 10 1 4 2 5 5 3 1 1 10
Šarūnas Juodka 4 7 7 5 4 7 6 7 9 5 8 8 9 7 6 4
Ignas Jankauskas 2 8 1 3 2 4 8 1 10 5 6 4 2 5 8 9
Mantas Balčiūnas 10 4 10 6 6 6 10 6 2 8 5 10 3 5 1 10
Arnas Bagdonas 2 10 6 4 7 7 3 1 1 3 1 2 8 3 4 2
Simonas Jankauskas 3 5 1 3 6 7 8 2 2 4 6 9 10 2 8 3
Tomas Stankevičius 8 4 3 1 10 9 9 10 3 1 8 7 4 6 1 8
Ernestas Žukauskas 10 9 1 7 10 10 4 2 8 6 9 2 5 3 10 2
Gabrielius Paulauskas 7 9 8 3 7 1 6 8 3 7 10 5 3 1 7 7
Aurimas Paulauskas 8 2 5 2 4 1 3 7 5 4 8 10 6 7 5 3
Vytautas Zelvys 10 10 2 2 1 6 4 5 7 5 3 1 1 7 5 1
Šarūnas Morkūnas 7 6 5 6 8 3 3 6 8 4 10 3 10 3 5 4
Giedrius Misevičius 5 8 5 2 8 2 7 5 10 9 1 5 3 6 7 4
Mantas Kazlauskas 9 10 4 6 6 10 3 3 8 5 9 4 4 9 5 2
Mindaugas Stankevičius 2 2 1 4 2 4 6 4 3 2 5 4 7 4 8 2
Arvydas Jankauskas 2 3 6 9 7 6 10 9 1 5 2 4 10 5 10 9
Gabrielius Morkūnas 7 3 8 10 5 8 2 8 7 9 5 4 8 10 7 8
Eimantas Juodka 1 7 5 3 3 8 7 1 1 2 7 2 2 6 1 10
Aurimas Matulis 8 4 2 6 7 4 6 4 1 8 3 10 4 7 6 8
Eimantas Butkus 5 6 8 8 2 7 9 9 9 9 2 9 9 2 6 2
Laurynas Žukauskas 8 2 9 4 5 3 6 5 5 4 2 1 8 5 2 1
Saulius Stankevičius 10 7 1 2 8 2 6 1 4 7 1 2 9 7 9 10
Mindaugas Zelvys 3 2 9 7 4 1 4 7 2 10 1 10 3 10 1 4
Karolis Vaičiūnas 10 8 4 3 4 3 1 3 10 1 9 9 4 10 7 7
Martynas Balsys 2 7 9 1 1 4 1 10 10 3 9 8 9 6 3 7
Eimantas Matulis 6 4 10 5 9 2 10 7 3 6 8 3 4 1 1 7
Tomas Matulis 9 6 4 3 7 1 6 7 1 2 3 7 6 3 1 3
Andrius Petraitis 10 5 2 10 9 10 5 5 5 6 3 5 2 1 10 2
Paulius Balsys 6 3 7 7 6 4 8 5 6 3 6 8 4 10 7 6
Karolis Vaitkus 6 3 10 9 5 1 8 7 9 7 4 7 6 4 10 2
Saulius Morkūnas 3 2 7 3 10 4 7 3 10 1 2 10 9 1 2 1
Antanas Navickas 7 3 5 8 10 7 9 6 7 7 8 1 2 6 1 10
Arvydas Balsys 3 3 7 5 7 10 6 7 4 9 5 3 7 6 1 5
Simonas Vaitkus 5 1 2 4 6 8 6 3 3 5 9 9 4 10 6 10
Paulius Butkus 9 8 8 7 1 9 9 3 6 8 2 1 1 4 6 9
Arvydas Matulis 9 8 10 2 4 8 7 2 10 9 1 7 9 6 3 10
Ernestas Jankauskas 2 6 5 1 6 2 1 4 3 10 9 3 4 7 3 3
Eimantas Balsys 3 8 10 7 3 7 6 2 2 2 10 10 2 8 8 9
Tomas Kazlauskas 1 2 5 9 1 2 9 6 7 5 10 2 2 9 5 2
Rokas Vaitkus 1 4 3 7 9 3 10 1 6 5 9 2 7 9 6 2
Saulius Stankevičius 8 7 1 1 9 7 1 7 10 6 1 1 10 8 4 2
Deividas Urbonas 5 3 5 5 8 4 10 10 8 7 9 1 4 9 4 4
Ernestas Norkus 9 1 7 8 3 3 9 3 7 10 7 8 5 9 10 6
Mantas Vaičiūnas 3 2 4 10 9 9 1 5 7 1 10 1 3 3 1 10
Ignas Kairys 7 8 5 1 8 2 9 7 2 2 5 2 8 5 1 4
Andrius Paulauskas 10 9 9 3 5 9 8 4 8 9 10 7 2 1 4 8
Rokas Rutkauskas 5 6 4 9 10 9 5 9 1 10 2 2 1 4 5 5
Arvydas Kundrotas 1 5 8 7 9 7 8 10 6 1 8 5 10 8 7 9
Gabrielius Vaičiūnas 8 3 9 5 8 6 1 5 3 5 6 6 9 10 6 7
Vilius Sakalauskas 10 2 2 4 4 10 7 5 1 3 3 8 8 6 10 1
Martynas Rutkauskas 2 1 10 1 6 3 4 5 5 5 9 8 6 9 2 5
Eimantas Stankevičius 2 4 8 6 8 9 3 5 7 7 2 10 10 8 3 1
Andrius Žukauskas 9 9 8 1 2 4 10 1 6 4 5 3 8 4 9 9
Paulius Petraitis 9 4 10 10 8 6 7 2 5 2 4 5 2 7 2 3
Dominykas Norkus 1 5 1 2 4 9 3 5 5 3 10 1 4 4 7 6
Vilius Rutkauskas 3 6 9 6 9 1 9 6 5 4 10 8 7 4 10 7
Karolis Juodka 1 1 8 3 2 9 8 2 5 10 1 3 7 5 3 2
Karolis Matulis 4 8 9 2 4 4 1 7 8 6 7 2 6 8 3 4
Paulius Šimkus 4 10 5 7 6 8 3 3 3 4 8 4 8 4 7 4
Tomas Juodka 10 8 8 4 7 10 4 9 6 5 3 9 6 9 1 4
Justinas Balsys 2 8 2 3 3 7 7 10 7 5 2 7 6 3 9 6
Vilius Jankauskas 8 6 9 2 6 7 10 6 9 7 7 5 2 4 7 10
Šarūnas Zelvys 4 6 3 8 5 2 8 4 8 10 10 8 2 9 7 10
Jonas Paulauskas 9 3 5 6 7 10 3 6 1 5 8 10 9 9 5 5
Gabrielius Kazlauskas 2 9 7 6 9 8 5 6 8 10 6 1 9 4 8 9
Antanas Paulauskas 6 1 4 3 7 5 6 6 2 7 9 3 9 7 10 10
Andrius Juodka 4 3 5 8 3 4 2 1 10 4 9 2 2 6 4 2
Tomas Paulauskas 6 7 8 7 10 6 3 1 7 6 5 3 7 6 6 4
Lukas Vaičiūnas 5 2 9 10 6 7 10 2 1 5 10 9 5 8 5 5
Arnas Jasinskas 6 3 7 8 10 1 5 7 9 8 8 1 3 2 9 7
Saulius Paulauskas 9 7 4 10 2 7 8 3 6 2 5 4 4 2 3 10
Jonas Misevičius 3 7 3 9 3 1 7 7 10 9 3 3 2 10 4 9
Andrius Navickas 1 10 5 3 6 6 7 8 9 2 1 6 4 8 6 9
Eimantas Misevičius 4 9 3 10 8 5 1 8 3 8 9 10 2 6 1 4
Edgaras Kundrotas 7 8 1 6 7 6 9 5 8 7 5 10 9 4 10 4
Eimantas Zelvys 4 7 4 9 6 9 6 8 9 3 6 6 2 6 7 1
Antanas Juodka 3 2 6 2 2 1 3 3 3 3 6 2 5 1 6 7
Justinas Zelvys 10 4 2 2 5 2 4 9 1 6 6 9 10 1 5 2
Tomas Dapkus 2 5 3 4 9 1 9 8 10 10 2 8 4 5 8 5
Giedrius Pocius 3 3 3 2 1 9 10 8 9 7 2 10 5 9 8 3
Saulius Jasinskas 10 5 2 10 10 3 1 3 5 8 6 5 3 8 7 7
Eimantas Rutkauskas 2 5 2 4 6 1 1 10 10 6 5 8 8 8 1 1
Andrius Morkūnas 3 2 10 2 2 8 6 4 5 5 3 3 4 10 5 1
Andrius Rutkauskas 4 1 3 4 1 2 5 5 2 3 10 3 5 1 8 7
Simonas Sabonis 9 3 10 3 2 3 1 10 8 4 10 5 8 6 7 1
Edgaras Petraitis 3 7 9 1 6 3 4 2 5 2 5 5 5 3 2 10
Ernestas Petrauskas 1 1 7 10 1 3 3 3 2 7 2 1 10 2 2 5
Jonas Matulis 2 3 4 6 4 6 3 5 9 10 4 7 2 3 2 2
Andrius Žukauskas 3 4 2 3 6 3 6 9 1 5 6 4 7 5 2 8
Saulius Sakalauskas 3 6 1 5 7 6 4 8 10 4 5 9 6 6 2 9
Giedrius Petraitis 1 9 9 7 5 5 1 8 7 5 6 8 4 1 4 1
Giedrius Sabonis 9 3 1 9 2 3 7 4 5 8 6 5 2 3 3 9
Martynas Zelvys 6 7 8 7 9 3 5 10 6 2 9 7 9 1 7 7
Mindaugas Petrauskas 1 5 6 1 2 4 9 10 1 3 8 6 4 6 9 8
Aurimas Matulis 8 3 2 9 4 6 9 5 8 5 6 4 1 5 10 7
Mantas Juodka 9 7 9 4 8 3 6 9 7 1 8 10 2 3 8 2
Jonas Kundrotas 6 1 7 2 8 4 3 6 8 10 4 7 10 5 10 5
Paulius Petrauskas 1 8 5 8 5 8 6 5 3 9 10 8 5 8 6 7
Aurimas Norkus 4 9 1 2 3 5 6 9 4 6 2 7 4 5 3 10
Ernestas Kundrotas 3 7 4 1 1 8 3 4 6 5 1 3 6 3 9 4
Ernestas Bagdonas 10 10 3 4 1 2 5 1 2 1 2 9 9 6 2 8
Justinas Urbonas 8 6 7 8 6 9 5 1 3 8 6 4 2 1 9 6
Šarūnas Šimkus 9 4 2 9 4 6 1 3 6 2 9 5 3 7 2 7
Andrius Šimkus 4 3 3 2 9 3 5 5 6 10 10 8 2 5 8 7
Mantas Stankevičius 5 3 10 7 3 1 6 4 2 5 5 2 4 1 4 5
Paulius Urbonas 5 8 8 3 6 2 9 9 5 9 5 6 8 1 8 4
Šarūnas Balčiūnas 1 8 3 9 4 7 6 5 4 7 9 2 4 9 3 9
Giedrius Morkūnas 5 1 1 10 2 9 1 4 8 1 10 4 6 5 3 1
Saulius Sabonis 9 10 4 4 5 7 4 7 4 2 10 7 7 10 9 8
Arnas Navickas 6 1 4 3 9 10 3 8 1 8 3 8 9 3 4 6
Dovydas Paulauskas 3 9 4 9 5 8 1 7 1 1 5 3 2 8 6 4
Tomas Butkus 7 8 1 4 2 2 7 10 1 6 6 10 8 5 2 6
Paulius Vaitkus 4 3 1 5 8 4 3 6 8 6 6 5 6 5 4 9
Martynas Urbonas 8 2 4 10 9 3 3 6 7 7 9 1 4 4 5 2
Deividas Morkūnas 6 5 9 6 9 2 6 6 9 1 8 7 1 8 7 6
Tomas Navickas 1 1 5 7 5 5 4 6 7 4 5 10 4 3 7 8
Deividas Kairys 8 6 1 7 6 4 7 6 2 9 4 7 8 7 7 9
Antanas Misevičius 5 7 4 3 7 9 10 1 5 1 9 7 8 4 9 7
Dominykas Vaitkus 5 3 2 3 7 2 5 3 7 10 5 7 5 2 1 2
Šarūnas Balčiūnas 3 3 6 6 8 5 10 1 9 4 9 3 4 8 6 5
Paulius Stankevičius 9 3 5 5 4 4 5 3 3 8 1 10 6 10 5 8
Gabrielius Stankevičius 6 6 10 7 1 1 6 1 7 9 8 10 9 4 9 7
Gabrielius Kairys 6 6 4 7 5 3 9 8 8 6 8 2 1 7 9 10
Dominykas Kazlauskas 10 7 6 1 8 6 8 3 7 5 4 1 10 4 9 10
Arvydas Kairys 8 7 9 1 6 3 4 6 5 7 3 5 8 10 1 10
Rokas Kazlauskas 8 4 7 5 6 7 2 3 3 5 2 8 5 2 3 10
Simonas Žukauskas 5 3 9 4 1 10 9 6 7 1 3 8 10 6 9 8
Jonas Sakalauskas 3 5 4 2 1 5 2 2 6 9 10 6 9 2 6 6
Vilius Kairys 4 4 1 4 3 8 2 5 10 3 9 5 9 1 10 8
Tomas Dapkus 3 10 6 9 4 5 9 1 4 5 4 10 6 9 8 9
Dominykas Urbonas 5 5 4 4 7 6 7 2 5 7 4 8 3 9 3 3
Mantas Vaitkus 10 8 9 3 7 7 9 2 10 3 2 8 8 2 8 6
Laurynas Kairys 10 6 3 1 6 6 9 5 8 4 7 4 9 10 10 10
Edgaras Šimkus 1 5 8 1 9 5 8 2 1 9 8 2 5 4 10 2
Martynas Misevičius 2 7 2 4 10 3 5 7 5 7 5 5 8 2 2 2
Tomas Balsys 5 2 8 8 6 8 4 7 2 3 8 6 1 3 1 1
Vilius Kairys 6 2 7 1 7 4 6 9 5 8 10 10 6 4 7 1
Mantas Jankauskas 10 4 1 10 1 8 8 2 7 9 6 5 7 2 2 8
Vilius Kazlauskas 5 8 8 4 5 2 1 8 9 9 3 6 6 5 6 10
Ignas Butkus 10 2 10 3 10 3 5 5 8 2 9 6 2 2 9 7
Deividas Matulis 8 10 10 9 2 10 9 7 8 2 3 5 9 10 9 1
Mindaugas Misevičius 2 5 9 7 8 2 5 4 9 1 8 6 10 6 8 2
Saulius Navickas 7 7 7 2 1 4 6 9 10 9 8 7 10 6 6 9
Arvydas Petrauskas 1 6 2 10 3 9 9 1 8 4 3 5 8 9 6 7
Mantas Jankauskas 3 3 10 7 6 1 2 5 2 10 9 1 2 7 3 1
Ignas Žukauskas 10 7 8 2 6 3 3 7 8 2 10 10 7 8 5 3
Edgaras Balsys 4 6 5 5 8 9 6 3 4 5 2 1 6 7 9 9
Eimantas Jankauskas 5 1 9 6 2 7 4 1 4 5 2 10 9 1 3 10
Giedrius Kundrotas 5 2 3 4 5 4 3 5 7 2 6 1 9 5 1 7
Paulius Paulauskas 1 2 4 1 4 3 4 9 4 4 6 10 2 5 9 3
Dominykas Urbonas 8 7 3 8 10 5 3 10 10 10 9 10 3 9 2 6
Saulius Petrauskas 7 10 3 8 10 8 1 10 5 3 3 7 1 7 10 1
Lukas Dapkus 5 6 7 4 6 2 2 1 1 1 1 4 6 6 6 8
Dominykas Pocius 4 5 10 1 7 4 3 1 2 8 2 7 2 10 7 4
Arvydas Vaitkus 1 5 5 4 10 6 7 5 9 5 1 4 5 7 8 5
Simonas Navickas 4 5 6 1 6 6 1 9 6 8 4 3 5 2 8 3
Jonas Dapkus 8 8 10 1 3 2 8 3 9 4 2 6 5 1 1 4
Antanas Norkus 1 10 10 5 2 5 2 9 7 7 2 9 1 5 2 8
Mantas Kazlauskas 7 10 4 10 10 7 5 2 6 1 8 9 6 3 8 1
Laurynas Vaičiūnas 10 2 5 6 1 7 8 8 7 5 4 6 4 6 2 2
Gabrielius Matulis 6 4 4 4 3 6 1 3 2 4 9 10 9 9 4 9
Ernestas Vaitkus 7 9 9 3 7 4 10 5 7 1 1 4 1 10 1 9
Lukas Dapkus 6 3 6 2 3 10 8 4 9 7 5 6 10 10 8 5
Vytautas Rutkauskas 8 2 7 5 3 5 6 10 4 2 4 1 1 9 2 10
Saulius Matulis 6 5 1 3 2 5 7 1 2 2 6 2 2 2 2 7
Deividas Kundrotas 3 1 5 10 5 2 5 6 2 5 2 5 4 3 3 1
